,Solar radiation simulation,,,,,,,,,,,,,
,Horizontal surface test 1 m2,,,,,,,,,,,,,
,"Historical,  µ=-0.72, σ=3.59",,,MBE %,MBE,,,"Ineichen 4, µ=-1.10, σ=5.24",,,MBE %,MBE,,
,,,,0.00%,-0.72,,,,,,-2.27%,1.1,,
,GHI,GHI,GHI,RMSE %,RMSE,MAE %,MAE,GHI,GHI,GHI,RMSE %,RMSE,MAE %,MAE
,Simulated,Simulated,Observed,2.20%,3.66005,0.57%,1.37,Simulated,Simulated,Observed,12.80%,5.35,3.38%,3.02
Date and time,kWh/m2 historical,Wh/m2 historical,Wh/m2 historical,ERROR % historical,ERROR historical,|ERROR| % historical,|ERROR| historical,kWh/m2 ineichen 4,Wh/m2 ineichen 4,Wh/m2 Ineichen 4,ERROR % ineichen 4,ERROR Inehchen 4,|ERROR| % Ineichen 4,|ERROR| Ineichen 4
05.06.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
05.06.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
06.06.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
06.06.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
06.06.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
06.06.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
06.06.19 04:00,0.002,2,2,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
06.06.19 05:00,0.112632,112.632,103,9.35%,9.63,9.35%,9.63,0.086374,86.374,81.456686,-6.04%,-4.92,6.00%,4.92
06.06.19 06:00,0.272453,272.453,268,1.66%,4.45,1.66%,4.45,0.231752,231.752,228.6315,-1.36%,-3.12,1.40%,3.12
06.06.19 07:00,0.439745,439.745,453,-2.93%,-13.26,2.93%,13.26,0.386089,386.089,394.81496,2.21%,8.73,2.20%,8.73
06.06.19 08:00,0.625934,625.934,629,-0.49%,-3.07,0.49%,3.07,0.558499,558.499,560.400181,0.34%,1.9,0.30%,1.9
06.06.19 09:00,0.771384,771.384,781,-1.23%,-9.62,1.23%,9.62,0.699792,699.792,709.198794,1.33%,9.41,1.30%,9.41
06.06.19 10:00,0.894523,894.523,895,-0.05%,-0.48,0.05%,0.48,0.818079,818.079,814.460588,-0.44%,-3.62,0.40%,3.62
06.06.19 11:00,0.959714,959.714,964,-0.44%,-4.29,0.44%,4.29,0.882543,882.543,885.505146,0.33%,2.96,0.30%,2.96
06.06.19 12:00,0.985191,985.191,984,0.12%,1.19,0.12%,1.19,0.910532,910.532,909.32822,-0.13%,-1.2,0.10%,1.2
06.06.19 13:00,0.947694,947.694,954,-0.66%,-6.31,0.66%,6.31,0.871482,871.482,873.619494,0.24%,2.14,0.20%,2.14
06.06.19 14:00,0.868183,868.183,874,-0.67%,-5.82,0.67%,5.82,0.793729,793.729,802.68463,1.12%,8.96,1.10%,8.96
06.06.19 15:00,0.743657,743.657,751,-0.98%,-7.34,0.98%,7.34,0.67081,670.81,674.495477,0.55%,3.69,0.50%,3.69
06.06.19 16:00,0.593149,593.149,594,-0.14%,-0.85,0.14%,0.85,0.526395,526.395,526.698656,0.06%,0.3,0.10%,0.3
06.06.19 17:00,0.402746,402.746,414,-2.72%,-11.25,2.72%,11.25,0.352271,352.271,362.691339,2.87%,10.42,2.90%,10.42
06.06.19 18:00,0.243714,243.714,231,5.50%,12.71,5.50%,12.71,0.204042,204.042,199.173975,-2.44%,-4.87,2.40%,4.87
06.06.19 19:00,0.084973,84.973,75,13.30%,9.97,13.30%,9.97,0.055248,55.248,50.172443,-10.12%,-5.08,10.10%,5.08
06.06.19 20:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
06.06.19 21:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
06.06.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
06.06.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
07.06.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
07.06.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
07.06.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
07.06.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
07.06.19 04:00,0.002,2,2,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
07.06.19 05:00,0.114927,114.927,105,9.45%,9.93,9.45%,9.93,0.08652,86.52,81.456686,-6.22%,-5.06,6.20%,5.06
07.06.19 06:00,0.275274,275.274,272,1.20%,3.27,1.20%,3.27,0.231991,231.991,228.6315,-1.47%,-3.36,1.50%,3.36
07.06.19 07:00,0.444904,444.904,459,-3.07%,-14.1,3.07%,14.1,0.385781,385.781,394.81496,2.29%,9.03,2.30%,9.03
07.06.19 08:00,0.633457,633.457,638,-0.71%,-4.54,0.71%,4.54,0.558495,558.495,560.400181,0.34%,1.91,0.30%,1.91
07.06.19 09:00,0.781728,781.728,790,-1.05%,-8.27,1.05%,8.27,0.700622,700.622,709.198794,1.21%,8.58,1.20%,8.58
07.06.19 10:00,0.90315,903.15,904,-0.09%,-0.85,0.09%,0.85,0.818394,818.394,814.460588,-0.48%,-3.93,0.50%,3.93
07.06.19 11:00,0.972066,972.066,975,-0.30%,-2.93,0.30%,2.93,0.884975,884.975,885.505146,0.06%,0.53,0.10%,0.53
07.06.19 12:00,0.996678,996.678,995,0.17%,1.68,0.17%,1.68,0.908498,908.498,909.32822,0.09%,0.83,0.10%,0.83
07.06.19 13:00,0.95934,959.34,964,-0.48%,-4.66,0.48%,4.66,0.874003,874.003,873.619494,-0.04%,-0.38,0.00%,0.38
07.06.19 14:00,0.875682,875.682,883,-0.83%,-7.32,0.83%,7.32,0.795017,795.017,802.68463,0.96%,7.67,1.00%,7.67
07.06.19 15:00,0.751843,751.843,760,-1.07%,-8.16,1.07%,8.16,0.671008,671.008,674.495477,0.52%,3.49,0.50%,3.49
07.06.19 16:00,0.60122,601.22,603,-0.30%,-1.78,0.30%,1.78,0.527002,527.002,526.698656,-0.06%,-0.3,0.10%,0.3
07.06.19 17:00,0.411311,411.311,423,-2.76%,-11.69,2.76%,11.69,0.353372,353.372,362.691339,2.57%,9.32,2.60%,9.32
07.06.19 18:00,0.249264,249.264,238,4.73%,11.26,4.73%,11.26,0.204343,204.343,199.173975,-2.60%,-5.17,2.60%,5.17
07.06.19 19:00,0.088927,88.927,79,12.57%,9.93,12.57%,9.93,0.061019,61.019,57.673051,-5.80%,-3.35,5.80%,3.35
07.06.19 20:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
07.06.19 21:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
07.06.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
07.06.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
08.06.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
08.06.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
08.06.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
08.06.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
08.06.19 04:00,0.001,1,1,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
08.06.19 05:00,0.059891,59.891,59,1.51%,0.89,1.51%,0.89,0.086423,86.423,81.456686,-6.10%,-4.97,6.10%,4.97
08.06.19 06:00,0.168213,168.213,168,0.13%,0.21,0.13%,0.21,0.232072,232.072,228.6315,-1.50%,-3.44,1.50%,3.44
08.06.19 07:00,0.316961,316.961,322,-1.56%,-5.04,1.56%,5.04,0.385685,385.685,394.81496,2.31%,9.13,2.30%,9.13
08.06.19 08:00,0.441255,441.255,443,-0.39%,-1.75,0.39%,1.75,0.55882,558.82,560.400181,0.28%,1.58,0.30%,1.58
08.06.19 09:00,0.413972,413.972,415,-0.25%,-1.03,0.25%,1.03,0.70057,700.57,709.198794,1.22%,8.63,1.20%,8.63
08.06.19 10:00,0.439262,439.262,440,-0.17%,-0.74,0.17%,0.74,0.818756,818.756,814.460588,-0.53%,-4.3,0.50%,4.3
08.06.19 11:00,0.314476,314.476,314,0.15%,0.48,0.15%,0.48,0.886958,886.958,885.505146,-0.16%,-1.45,0.20%,1.45
08.06.19 12:00,0.46335,463.35,463,0.08%,0.35,0.08%,0.35,0.910379,910.379,909.32822,-0.12%,-1.05,0.10%,1.05
08.06.19 13:00,0.429496,429.496,430,-0.12%,-0.5,0.12%,0.5,0.873205,873.205,873.619494,0.05%,0.41,0.00%,0.41
08.06.19 14:00,0.536962,536.962,539,-0.38%,-2.04,0.38%,2.04,0.794554,794.554,802.68463,1.01%,8.13,1.00%,8.13
08.06.19 15:00,0.494488,494.488,497,-0.51%,-2.51,0.51%,2.51,0.675143,675.143,686.040541,1.59%,10.9,1.60%,10.9
08.06.19 16:00,0.390846,390.846,392,-0.29%,-1.15,0.29%,1.15,0.527947,527.947,526.698656,-0.24%,-1.25,0.20%,1.25
08.06.19 17:00,0.3932,393.2,401,-1.95%,-7.8,1.95%,7.8,0.3547,354.7,362.691339,2.20%,7.99,2.20%,7.99
08.06.19 18:00,0.2555,255.5,245,4.29%,10.5,4.29%,10.5,0.204803,204.803,199.173975,-2.83%,-5.63,2.80%,5.63
08.06.19 19:00,0.102568,102.568,94,9.11%,8.57,9.11%,8.57,0.061043,61.043,57.673051,-5.84%,-3.37,5.80%,3.37
08.06.19 20:00,0.001,1,1,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
08.06.19 21:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
08.06.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
08.06.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
09.06.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
09.06.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
09.06.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
09.06.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
09.06.19 04:00,0.001,1,1,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
09.06.19 05:00,0.040997,40.997,41,-0.01%,0,0.01%,0,0.086645,86.645,81.456686,-6.37%,-5.19,6.40%,5.19
09.06.19 06:00,0.056027,56.027,56,0.05%,0.03,0.05%,0.03,0.232212,232.212,228.6315,-1.57%,-3.58,1.60%,3.58
09.06.19 07:00,0.14299,142.99,143,-0.01%,-0.01,0.01%,0.01,0.386002,386.002,394.81496,2.23%,8.81,2.20%,8.81
09.06.19 08:00,0.273287,273.287,273,0.11%,0.29,0.11%,0.29,0.559667,559.667,560.400181,0.13%,0.73,0.10%,0.73
09.06.19 09:00,0.406906,406.906,408,-0.27%,-1.09,0.27%,1.09,0.70115,701.15,709.198794,1.13%,8.05,1.10%,8.05
09.06.19 10:00,0.632981,632.981,634,-0.16%,-1.02,0.16%,1.02,0.818542,818.542,814.460588,-0.50%,-4.08,0.50%,4.08
09.06.19 11:00,0.584699,584.699,585,-0.05%,-0.3,0.05%,0.3,0.885611,885.611,885.505146,-0.01%,-0.11,0.00%,0.11
09.06.19 12:00,0.518226,518.226,518,0.04%,0.23,0.04%,0.23,0.90899,908.99,909.32822,0.04%,0.34,0.00%,0.34
09.06.19 13:00,0.384886,384.886,385,-0.03%,-0.11,0.03%,0.11,0.876749,876.749,885.505146,0.99%,8.76,1.00%,8.76
09.06.19 14:00,0.557304,557.304,560,-0.48%,-2.7,0.48%,2.7,0.792787,792.787,802.68463,1.23%,9.9,1.20%,9.9
09.06.19 15:00,0.549428,549.428,553,-0.65%,-3.57,0.65%,3.57,0.676765,676.765,686.040541,1.35%,9.28,1.40%,9.28
09.06.19 16:00,0.461179,461.179,461,0.04%,0.18,0.04%,0.18,0.528837,528.837,526.698656,-0.41%,-2.14,0.40%,2.14
09.06.19 17:00,0.365947,365.947,373,-1.89%,-7.05,1.89%,7.05,0.355567,355.567,362.691339,1.96%,7.12,2.00%,7.12
09.06.19 18:00,0.266924,266.924,257,3.86%,9.92,3.86%,9.92,0.205305,205.305,199.173975,-3.08%,-6.13,3.10%,6.13
09.06.19 19:00,0.101688,101.688,93,9.34%,8.69,9.34%,8.69,0.061136,61.136,57.673051,-6.00%,-3.46,6.00%,3.46
09.06.19 20:00,0.002,2,2,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
09.06.19 21:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
09.06.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
09.06.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
10.06.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
10.06.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
10.06.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
10.06.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
10.06.19 04:00,0.002,2,2,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
10.06.19 05:00,0.096129,96.129,90,6.81%,6.13,6.81%,6.13,0.08651,86.51,81.456686,-6.20%,-5.05,6.20%,5.05
10.06.19 06:00,0.230962,230.962,229,0.86%,1.96,0.86%,1.96,0.232275,232.275,228.6315,-1.59%,-3.64,1.60%,3.64
10.06.19 07:00,0.373403,373.403,383,-2.51%,-9.6,2.51%,9.6,0.385665,385.665,394.81496,2.32%,9.15,2.30%,9.15
10.06.19 08:00,0.524504,524.504,528,-0.66%,-3.5,0.66%,3.5,0.559442,559.442,560.400181,0.17%,0.96,0.20%,0.96
10.06.19 09:00,0.648173,648.173,654,-0.89%,-5.83,0.89%,5.83,0.701089,701.089,709.198794,1.14%,8.11,1.10%,8.11
10.06.19 10:00,0.748252,748.252,750,-0.23%,-1.75,0.23%,1.75,0.818829,818.829,814.460588,-0.54%,-4.37,0.50%,4.37
10.06.19 11:00,0.803384,803.384,804,-0.08%,-0.62,0.08%,0.62,0.888737,888.737,885.505146,-0.36%,-3.23,0.40%,3.23
10.06.19 12:00,0.81699,816.99,818,-0.12%,-1.01,0.12%,1.01,0.910785,910.785,909.32822,-0.16%,-1.46,0.20%,1.46
10.06.19 13:00,0.788411,788.411,792,-0.45%,-3.59,0.45%,3.59,0.879581,879.581,885.505146,0.67%,5.92,0.70%,5.92
10.06.19 14:00,0.720361,720.361,727,-0.91%,-6.64,0.91%,6.64,0.79473,794.73,802.68463,0.99%,7.95,1.00%,7.95
10.06.19 15:00,0.621938,621.938,627,-0.81%,-5.06,0.81%,5.06,0.677331,677.331,686.040541,1.27%,8.71,1.30%,8.71
10.06.19 16:00,0.495835,495.835,496,-0.03%,-0.16,0.03%,0.16,0.53358,533.58,537.903179,0.80%,4.32,0.80%,4.32
10.06.19 17:00,0.34212,342.12,349,-1.97%,-6.88,1.97%,6.88,0.356313,356.313,362.691339,1.76%,6.38,1.80%,6.38
10.06.19 18:00,0.204337,204.337,197,3.72%,7.34,3.72%,7.34,0.205721,205.721,199.173975,-3.29%,-6.55,3.30%,6.55
10.06.19 19:00,0.07303,73.03,68,7.40%,5.03,7.40%,5.03,0.061189,61.189,57.673051,-6.10%,-3.52,6.10%,3.52
10.06.19 20:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
10.06.19 21:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
10.06.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
10.06.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
11.06.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
11.06.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
11.06.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
11.06.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
11.06.19 04:00,0.002,2,2,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
11.06.19 05:00,0.098278,98.278,92,6.82%,6.28,6.82%,6.28,0.086416,86.416,81.456686,-6.09%,-4.96,6.10%,4.96
11.06.19 06:00,0.239749,239.749,237,1.16%,2.75,1.16%,2.75,0.232181,232.181,228.6315,-1.55%,-3.55,1.60%,3.55
11.06.19 07:00,0.387334,387.334,399,-2.92%,-11.67,2.92%,11.67,0.385475,385.475,394.81496,2.37%,9.34,2.40%,9.34
11.06.19 08:00,0.549282,549.282,554,-0.85%,-4.72,0.85%,4.72,0.55969,559.69,560.400181,0.13%,0.71,0.10%,0.71
11.06.19 09:00,0.679182,679.182,686,-0.99%,-6.82,0.99%,6.82,0.701105,701.105,709.198794,1.14%,8.09,1.10%,8.09
11.06.19 10:00,0.782891,782.891,784,-0.14%,-1.11,0.14%,1.11,0.82289,822.89,826.255538,0.41%,3.37,0.40%,3.37
11.06.19 11:00,0.840301,840.301,843,-0.32%,-2.7,0.32%,2.7,0.888324,888.324,885.505146,-0.32%,-2.82,0.30%,2.82
11.06.19 12:00,0.861159,861.159,860,0.13%,1.16,0.13%,1.16,0.909383,909.383,909.32822,-0.01%,-0.05,0.00%,0.05
11.06.19 13:00,0.829764,829.764,833,-0.39%,-3.24,0.39%,3.24,0.878725,878.725,885.505146,0.77%,6.78,0.80%,6.78
11.06.19 14:00,0.762872,762.872,765,-0.28%,-2.13,0.28%,2.13,0.803073,803.073,802.68463,-0.05%,-0.39,0.00%,0.39
11.06.19 15:00,0.65349,653.49,659,-0.84%,-5.51,0.84%,5.51,0.676289,676.289,686.040541,1.42%,9.75,1.40%,9.75
11.06.19 16:00,0.521403,521.403,522,-0.11%,-0.6,0.11%,0.6,0.534557,534.557,537.903179,0.62%,3.35,0.60%,3.35
11.06.19 17:00,0.357667,357.667,366,-2.28%,-8.33,2.28%,8.33,0.360586,360.586,373.356703,3.42%,12.77,3.40%,12.77
11.06.19 18:00,0.213846,213.846,206,3.81%,7.85,3.81%,7.85,0.206215,206.215,199.173975,-3.54%,-7.04,3.50%,7.04
11.06.19 19:00,0.074617,74.617,70,6.60%,4.62,6.60%,4.62,0.06125,61.25,57.673051,-6.20%,-3.58,6.20%,3.58
11.06.19 20:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
11.06.19 21:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
11.06.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
11.06.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
12.06.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
12.06.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
12.06.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
12.06.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
12.06.19 04:00,0.001,1,1,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
12.06.19 05:00,0.05485,54.85,54,1.57%,0.85,1.57%,0.85,0.086579,86.579,81.456686,-6.29%,-5.12,6.30%,5.12
12.06.19 06:00,0.148892,148.892,149,-0.07%,-0.11,0.07%,0.11,0.232122,232.122,228.6315,-1.53%,-3.49,1.50%,3.49
12.06.19 07:00,0.243542,243.542,245,-0.60%,-1.46,0.60%,1.46,0.385777,385.777,394.81496,2.29%,9.04,2.30%,9.04
12.06.19 08:00,0.349638,349.638,351,-0.39%,-1.36,0.39%,1.36,0.559508,559.508,560.400181,0.16%,0.89,0.20%,0.89
12.06.19 09:00,0.444567,444.567,446,-0.32%,-1.43,0.32%,1.43,0.701939,701.939,709.198794,1.02%,7.26,1.00%,7.26
12.06.19 10:00,0.450828,450.828,451,-0.04%,-0.17,0.04%,0.17,0.823476,823.476,826.255538,0.34%,2.78,0.30%,2.78
12.06.19 11:00,0.519729,519.729,520,-0.05%,-0.27,0.05%,0.27,0.887012,887.012,885.505146,-0.17%,-1.51,0.20%,1.51
12.06.19 12:00,0.56437,564.37,565,-0.11%,-0.63,0.11%,0.63,0.908963,908.963,909.32822,0.04%,0.37,0.00%,0.37
12.06.19 13:00,0.464771,464.771,465,-0.05%,-0.23,0.05%,0.23,0.881222,881.222,885.505146,0.48%,4.28,0.50%,4.28
12.06.19 14:00,0.441497,441.497,442,-0.11%,-0.5,0.11%,0.5,0.802585,802.585,802.68463,0.01%,0.1,0.00%,0.1
12.06.19 15:00,0.453685,453.685,456,-0.51%,-2.32,0.51%,2.32,0.676286,676.286,686.040541,1.42%,9.75,1.40%,9.75
12.06.19 16:00,0.34281,342.81,343,-0.06%,-0.19,0.06%,0.19,0.535475,535.475,537.903179,0.45%,2.43,0.50%,2.43
12.06.19 17:00,0.249055,249.055,251,-0.77%,-1.94,0.77%,1.94,0.360622,360.622,373.356703,3.41%,12.73,3.40%,12.73
12.06.19 18:00,0.145876,145.876,145,0.60%,0.88,0.60%,0.88,0.206431,206.431,199.173975,-3.64%,-7.26,3.60%,7.26
12.06.19 19:00,0.05492,54.92,53,3.62%,1.92,3.62%,1.92,0.061306,61.306,57.673051,-6.30%,-3.63,6.30%,3.63
12.06.19 20:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
12.06.19 21:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
12.06.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
12.06.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
13.06.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
13.06.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
13.06.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
13.06.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
13.06.19 04:00,0.001,1,1,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
13.06.19 05:00,0.052284,52.284,51,2.52%,1.28,2.52%,1.28,0.086527,86.527,81.456686,-6.22%,-5.07,6.20%,5.07
13.06.19 06:00,0.124826,124.826,125,-0.14%,-0.17,0.14%,0.17,0.232444,232.444,228.6315,-1.67%,-3.81,1.70%,3.81
13.06.19 07:00,0.198379,198.379,199,-0.31%,-0.62,0.31%,0.62,0.385689,385.689,394.81496,2.31%,9.13,2.30%,9.13
13.06.19 08:00,0.303415,303.415,303,0.14%,0.41,0.14%,0.41,0.560123,560.123,560.400181,0.05%,0.28,0.00%,0.28
13.06.19 09:00,0.388594,388.594,389,-0.10%,-0.41,0.10%,0.41,0.701918,701.918,709.198794,1.03%,7.28,1.00%,7.28
13.06.19 10:00,0.388225,388.225,388,0.06%,0.22,0.06%,0.22,0.822463,822.463,826.255538,0.46%,3.79,0.50%,3.79
13.06.19 11:00,0.440465,440.465,440,0.11%,0.46,0.11%,0.46,0.886183,886.183,885.505146,-0.08%,-0.68,0.10%,0.68
13.06.19 12:00,0.458676,458.676,459,-0.07%,-0.32,0.07%,0.32,0.911634,911.634,909.32822,-0.25%,-2.31,0.30%,2.31
13.06.19 13:00,0.43616,436.16,436,0.04%,0.16,0.04%,0.16,0.881223,881.223,885.505146,0.48%,4.28,0.50%,4.28
13.06.19 14:00,0.420838,420.838,421,-0.04%,-0.16,0.04%,0.16,0.801476,801.476,802.68463,0.15%,1.21,0.20%,1.21
13.06.19 15:00,0.359934,359.934,361,-0.30%,-1.07,0.30%,1.07,0.677834,677.834,686.040541,1.20%,8.21,1.20%,8.21
13.06.19 16:00,0.255481,255.481,255,0.19%,0.48,0.19%,0.48,0.536672,536.672,537.903179,0.23%,1.23,0.20%,1.23
13.06.19 17:00,0.180994,180.994,182,-0.55%,-1.01,0.55%,1.01,0.361223,361.223,373.356703,3.25%,12.13,3.20%,12.13
13.06.19 18:00,0.113274,113.274,113,0.24%,0.27,0.24%,0.27,0.211988,211.988,208.918805,-1.47%,-3.07,1.50%,3.07
13.06.19 19:00,0.03997,39.97,40,-0.08%,-0.03,0.08%,0.03,0.066947,66.947,65.400944,-2.36%,-1.55,2.40%,1.55
13.06.19 20:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
13.06.19 21:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
13.06.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
13.06.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
14.06.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
14.06.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
14.06.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
14.06.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
14.06.19 04:00,0.002,2,2,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
14.06.19 05:00,0.119113,119.113,111,7.31%,8.11,7.31%,8.11,0.086463,86.463,81.456686,-6.15%,-5.01,6.10%,5.01
14.06.19 06:00,0.28379,283.79,280,1.35%,3.79,1.35%,3.79,0.23238,232.38,228.6315,-1.64%,-3.75,1.60%,3.75
14.06.19 07:00,0.450029,450.029,465,-3.22%,-14.97,3.22%,14.97,0.38547,385.47,394.81496,2.37%,9.34,2.40%,9.34
14.06.19 08:00,0.638327,638.327,642,-0.57%,-3.67,0.57%,3.67,0.560161,560.161,560.400181,0.04%,0.24,0.00%,0.24
14.06.19 09:00,0.784867,784.867,794,-1.15%,-9.13,1.15%,9.13,0.701947,701.947,709.198794,1.02%,7.25,1.00%,7.25
14.06.19 10:00,0.906695,906.695,909,-0.25%,-2.3,0.25%,2.3,0.823042,823.042,826.255538,0.39%,3.21,0.40%,3.21
14.06.19 11:00,0.97319,973.19,978,-0.49%,-4.81,0.49%,4.81,0.885952,885.952,885.505146,-0.05%,-0.45,0.10%,0.45
14.06.19 12:00,0.993999,993.999,998,-0.40%,-4,0.40%,4,0.910963,910.963,909.32822,-0.18%,-1.63,0.20%,1.63
14.06.19 13:00,0.96197,961.97,968,-0.62%,-6.03,0.62%,6.03,0.880011,880.011,885.505146,0.62%,5.49,0.60%,5.49
14.06.19 14:00,0.886172,886.172,888,-0.21%,-1.83,0.21%,1.83,0.801106,801.106,802.68463,0.20%,1.58,0.20%,1.58
