,Solar radiation simulation,,,,,,,,,,,,,
,Horizontal surface test 1 m2,,,,,,,,,,,,,
,"Historical,  µ=-0.72, σ=3.59",,,MBE %,MBE,,,"Ineichen 4, µ=-1.10, σ=5.24",,,MBE %,MBE,,
,,,,0.00%,-0.72,,,,,,-2.27%,1.1,,
,GHI,GHI,GHI,RMSE %,RMSE,MAE %,MAE,GHI,GHI,GHI,RMSE %,RMSE,MAE %,MAE
,Simulated,Simulated,Observed,2.20%,3.66005,0.57%,1.37,Simulated,Simulated,Observed,12.80%,5.35,3.38%,3.02
Date and time,kWh/m2 historical,Wh/m2 historical,Wh/m2 historical,ERROR % historical,ERROR historical,|ERROR| % historical,|ERROR| historical,kWh/m2 ineichen 4,Wh/m2 ineichen 4,Wh/m2 Ineichen 4,ERROR % ineichen 4,ERROR Inehchen 4,|ERROR| % Ineichen 4,|ERROR| Ineichen 4
01.01.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
01.01.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
01.01.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
01.01.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
01.01.19 04:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
01.01.19 05:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
01.01.19 06:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
01.01.19 07:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
01.01.19 08:00,0.009,9,9,0.00%,0,0.00%,0,0.012762,12.762,7.261279,-75.75%,-5.5,75.80%,5.5
01.01.19 09:00,0.109692,109.692,108,1.57%,1.69,1.57%,1.69,0.101399,101.399,98.204962,-3.25%,-3.19,3.30%,3.19
01.01.19 10:00,0.175065,175.065,178,-1.65%,-2.94,1.65%,2.94,0.184102,184.102,189.507993,2.85%,5.41,2.90%,5.41
01.01.19 11:00,0.218248,218.248,221,-1.25%,-2.75,1.25%,2.75,0.243469,243.469,248.621452,2.07%,5.15,2.10%,5.15
01.01.19 12:00,0.219039,219.039,220,-0.44%,-0.96,0.44%,0.96,0.262082,262.082,268.867354,2.52%,6.79,2.50%,6.79
01.01.19 13:00,0.215464,215.464,217,-0.71%,-1.54,0.71%,1.54,0.243511,243.511,248.621452,2.06%,5.11,2.10%,5.11
01.01.19 14:00,0.167578,167.578,169,-0.84%,-1.42,0.84%,1.42,0.178537,178.537,179.924589,0.77%,1.39,0.80%,1.39
01.01.19 15:00,0.092273,92.273,89,3.68%,3.27,3.68%,3.27,0.095613,95.613,89.751161,-6.53%,-5.86,6.50%,5.86
01.01.19 16:00,0.002,2,2,0.00%,0,0.00%,0,0.006205,6.205,3.458233,-79.43%,-2.75,79.40%,2.75
01.01.19 17:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
01.01.19 18:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
01.01.19 19:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
01.01.19 20:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
01.01.19 21:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
01.01.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
01.01.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
02.01.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
02.01.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
02.01.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
02.01.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
02.01.19 04:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
02.01.19 05:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
02.01.19 06:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
02.01.19 07:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
02.01.19 08:00,0.007,7,7,0.00%,0,0.00%,0,0.012763,12.763,7.261279,-75.77%,-5.5,75.80%,5.5
02.01.19 09:00,0.099106,99.106,98,1.13%,1.11,1.13%,1.11,0.10177,101.77,98.204962,-3.63%,-3.57,3.60%,3.57
02.01.19 10:00,0.17177,171.77,174,-1.28%,-2.23,1.28%,2.23,0.184389,184.389,189.507993,2.70%,5.12,2.70%,5.12
02.01.19 11:00,0.229947,229.947,233,-1.31%,-3.05,1.31%,3.05,0.243677,243.677,248.621452,1.99%,4.94,2.00%,4.94
02.01.19 12:00,0.243869,243.869,248,-1.67%,-4.13,1.67%,4.13,0.263042,263.042,268.867354,2.17%,5.83,2.20%,5.83
02.01.19 13:00,0.226136,226.136,228,-0.82%,-1.86,0.82%,1.86,0.243694,243.694,248.621452,1.98%,4.93,2.00%,4.93
02.01.19 14:00,0.155123,155.123,157,-1.20%,-1.88,1.20%,1.88,0.182767,182.767,189.507993,3.56%,6.74,3.60%,6.74
02.01.19 15:00,0.081222,81.222,80,1.53%,1.22,1.53%,1.22,0.10145,101.45,98.204962,-3.30%,-3.25,3.30%,3.25
02.01.19 16:00,0.002,2,2,0.00%,0,0.00%,0,0.012772,12.772,7.261279,-75.89%,-5.51,75.90%,5.51
02.01.19 17:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
02.01.19 18:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
02.01.19 19:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
02.01.19 20:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
02.01.19 21:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
02.01.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
02.01.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
03.01.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
03.01.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
03.01.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
03.01.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
03.01.19 04:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
03.01.19 05:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
03.01.19 06:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
03.01.19 07:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
03.01.19 08:00,0.002,2,2,0.00%,0,0.00%,0,0.012763,12.763,7.261279,-75.77%,-5.5,75.80%,5.5
03.01.19 09:00,0.017,17,17,0.00%,0,0.00%,0,0.102027,102.027,98.204962,-3.89%,-3.82,3.90%,3.82
03.01.19 10:00,0.030001,30.001,30,0.00%,0,0.00%,0,0.184133,184.133,189.507993,2.84%,5.37,2.80%,5.37
03.01.19 11:00,0.038989,38.989,39,-0.03%,-0.01,0.03%,0.01,0.244008,244.008,248.621452,1.86%,4.61,1.90%,4.61
03.01.19 12:00,0.039999,39.999,40,0.00%,0,0.00%,0,0.262979,262.979,268.867354,2.19%,5.89,2.20%,5.89
03.01.19 13:00,0.038991,38.991,39,-0.02%,-0.01,0.02%,0.01,0.244153,244.153,248.621452,1.80%,4.47,1.80%,4.47
03.01.19 14:00,0.030001,30.001,30,0.00%,0,0.00%,0,0.183892,183.892,189.507993,2.96%,5.62,3.00%,5.62
03.01.19 15:00,0.016,16,16,0.00%,0,0.00%,0,0.101785,101.785,98.204962,-3.65%,-3.58,3.60%,3.58
03.01.19 16:00,0.002,2,2,0.00%,0,0.00%,0,0.012777,12.777,7.261279,-75.96%,-5.52,76.00%,5.52
03.01.19 17:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
03.01.19 18:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
03.01.19 19:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
03.01.19 20:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
03.01.19 21:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
03.01.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
03.01.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
04.01.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
04.01.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
04.01.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
04.01.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
04.01.19 04:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
04.01.19 05:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
04.01.19 06:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
04.01.19 07:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
04.01.19 08:00,0.002,2,2,0.00%,0,0.00%,0,0.012763,12.763,7.261279,-75.77%,-5.5,75.80%,5.5
04.01.19 09:00,0.024999,24.999,25,0.00%,0,0.00%,0,0.102315,102.315,98.204962,-4.19%,-4.11,4.20%,4.11
04.01.19 10:00,0.040995,40.995,41,-0.01%,-0.01,0.01%,0.01,0.184432,184.432,189.507993,2.68%,5.08,2.70%,5.08
04.01.19 11:00,0.050991,50.991,51,-0.02%,-0.01,0.02%,0.01,0.244449,244.449,248.621452,1.68%,4.17,1.70%,4.17
04.01.19 12:00,0.050998,50.998,51,0.00%,0,0.00%,0,0.263654,263.654,268.867354,1.94%,5.21,1.90%,5.21
04.01.19 13:00,0.047996,47.996,48,-0.01%,0,0.01%,0,0.244447,244.447,248.621452,1.68%,4.17,1.70%,4.17
04.01.19 14:00,0.038991,38.991,39,-0.02%,-0.01,0.02%,0.01,0.184433,184.433,189.507993,2.68%,5.07,2.70%,5.07
04.01.19 15:00,0.021,21,21,0.00%,0,0.00%,0,0.10232,102.32,98.204962,-4.19%,-4.12,4.20%,4.12
04.01.19 16:00,0.002,2,2,0.00%,0,0.00%,0,0.012763,12.763,7.261279,-75.77%,-5.5,75.80%,5.5
04.01.19 17:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
04.01.19 18:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
04.01.19 19:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
04.01.19 20:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
04.01.19 21:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
04.01.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
04.01.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
05.01.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
05.01.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
05.01.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
05.01.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
05.01.19 04:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
05.01.19 05:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
05.01.19 06:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
05.01.19 07:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
05.01.19 08:00,0.010001,10.001,10,0.01%,0,0.01%,0,0.013726,13.726,7.261279,-89.03%,-6.46,89.00%,6.46
05.01.19 09:00,0.140573,140.573,137,2.61%,3.57,2.61%,3.57,0.102532,102.532,98.204962,-4.41%,-4.33,4.40%,4.33
05.01.19 10:00,0.241683,241.683,249,-2.94%,-7.32,2.94%,7.32,0.184766,184.766,189.507993,2.50%,4.74,2.50%,4.74
05.01.19 11:00,0.317564,317.564,326,-2.59%,-8.44,2.59%,8.44,0.244789,244.789,248.621452,1.54%,3.83,1.50%,3.83
05.01.19 12:00,0.339962,339.962,351,-3.14%,-11.04,3.14%,11.04,0.268856,268.856,279.080384,3.66%,10.22,3.70%,10.22
05.01.19 13:00,0.315362,315.362,324,-2.67%,-8.64,2.67%,8.64,0.244518,244.518,248.621452,1.65%,4.1,1.70%,4.1
05.01.19 14:00,0.245513,245.513,251,-2.19%,-5.49,2.19%,5.49,0.185559,185.559,189.507993,2.08%,3.95,2.10%,3.95
05.01.19 15:00,0.142116,142.116,138,2.98%,4.12,2.98%,4.12,0.10279,102.79,98.204962,-4.67%,-4.59,4.70%,4.59
05.01.19 16:00,0.010001,10.001,10,0.01%,0,0.01%,0,0.013709,13.709,7.261279,-88.80%,-6.45,88.80%,6.45
05.01.19 17:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
05.01.19 18:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
05.01.19 19:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
05.01.19 20:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
05.01.19 21:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
05.01.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
05.01.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
06.01.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
06.01.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
06.01.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
06.01.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
06.01.19 04:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
06.01.19 05:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
06.01.19 06:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
06.01.19 07:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
06.01.19 08:00,0.009999,9.999,10,-0.01%,0,0.01%,0,0.013726,13.726,7.261279,-89.03%,-6.46,89.00%,6.46
06.01.19 09:00,0.138175,138.175,135,2.35%,3.17,2.35%,3.17,0.102867,102.867,98.204962,-4.75%,-4.66,4.70%,4.66
06.01.19 10:00,0.242403,242.403,250,-3.04%,-7.6,3.04%,7.6,0.185017,185.017,189.507993,2.37%,4.49,2.40%,4.49
06.01.19 11:00,0.310496,310.496,320,-2.97%,-9.5,2.97%,9.5,0.24996,249.96,258.713628,3.38%,8.75,3.40%,8.75
06.01.19 12:00,0.341325,341.325,353,-3.31%,-11.68,3.31%,11.68,0.269406,269.406,279.080384,3.47%,9.67,3.50%,9.67
06.01.19 13:00,0.317293,317.293,326,-2.67%,-8.71,2.67%,8.71,0.249965,249.965,258.713628,3.38%,8.75,3.40%,8.75
06.01.19 14:00,0.24945,249.45,256,-2.56%,-6.55,2.56%,6.55,0.186009,186.009,189.507993,1.85%,3.5,1.80%,3.5
06.01.19 15:00,0.150939,150.939,147,2.68%,3.94,2.68%,3.94,0.10829,108.29,106.806515,-1.39%,-1.48,1.40%,1.48
06.01.19 16:00,0.012999,12.999,13,-0.01%,0,0.01%,0,0.020903,20.903,11.914088,-75.45%,-8.99,75.40%,8.99
06.01.19 17:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
06.01.19 18:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
06.01.19 19:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
06.01.19 20:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
06.01.19 21:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
06.01.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
06.01.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
07.01.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
07.01.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
07.01.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
07.01.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
07.01.19 04:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
07.01.19 05:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
07.01.19 06:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
07.01.19 07:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
07.01.19 08:00,0.011,11,11,0.00%,0,0.00%,0,0.013734,13.734,7.261279,-89.14%,-6.47,89.10%,6.47
07.01.19 09:00,0.143543,143.543,140,2.53%,3.54,2.53%,3.54,0.103,103,98.204962,-4.88%,-4.8,4.90%,4.8
07.01.19 10:00,0.24515,245.15,254,-3.48%,-8.85,3.48%,8.85,0.184977,184.977,189.507993,2.39%,4.53,2.40%,4.53
07.01.19 11:00,0.320936,320.936,330,-2.75%,-9.06,2.75%,9.06,0.250286,250.286,258.713628,3.26%,8.43,3.30%,8.43
07.01.19 12:00,0.340192,340.192,354,-3.90%,-13.81,3.90%,13.81,0.269949,269.949,279.080384,3.27%,9.13,3.30%,9.13
07.01.19 13:00,0.320864,320.864,332,-3.35%,-11.14,3.35%,11.14,0.250417,250.417,258.713628,3.21%,8.3,3.20%,8.3
07.01.19 14:00,0.248816,248.816,256,-2.81%,-7.18,2.81%,7.18,0.191815,191.815,199.173975,3.69%,7.36,3.70%,7.36
07.01.19 15:00,0.149764,149.764,146,2.58%,3.76,2.58%,3.76,0.109042,109.042,106.806515,-2.09%,-2.24,2.10%,2.24
07.01.19 16:00,0.012999,12.999,13,-0.01%,0,0.01%,0,0.020904,20.904,11.914088,-75.46%,-8.99,75.50%,8.99
07.01.19 17:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
07.01.19 18:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
07.01.19 19:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
07.01.19 20:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
07.01.19 21:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
07.01.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
07.01.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
08.01.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
08.01.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
08.01.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
08.01.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
08.01.19 04:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
08.01.19 05:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
08.01.19 06:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
08.01.19 07:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
08.01.19 08:00,0.007999,7.999,8,-0.01%,0,0.01%,0,0.013735,13.735,7.261279,-89.15%,-6.47,89.20%,6.47
08.01.19 09:00,0.110003,110.003,108,1.85%,2,1.85%,2,0.103279,103.279,98.204962,-5.17%,-5.07,5.20%,5.07
08.01.19 10:00,0.180651,180.651,186,-2.88%,-5.35,2.88%,5.35,0.185172,185.172,189.507993,2.29%,4.34,2.30%,4.34
08.01.19 11:00,0.243437,243.437,249,-2.23%,-5.56,2.23%,5.56,0.250494,250.494,258.713628,3.18%,8.22,3.20%,8.22
08.01.19 12:00,0.273609,273.609,282,-2.98%,-8.39,2.98%,8.39,0.270779,270.779,279.080384,2.97%,8.3,3.00%,8.3
08.01.19 13:00,0.237041,237.041,242,-2.05%,-4.96,2.05%,4.96,0.250758,250.758,258.713628,3.08%,7.96,3.10%,7.96
08.01.19 14:00,0.243498,243.498,250,-2.60%,-6.5,2.60%,6.5,0.192784,192.784,199.173975,3.21%,6.39,3.20%,6.39
08.01.19 15:00,0.133424,133.424,131,1.85%,2.42,1.85%,2.42,0.109501,109.501,106.806515,-2.52%,-2.69,2.50%,2.69
08.01.19 16:00,0.017999,17.999,18,-0.01%,0,0.01%,0,0.020883,20.883,11.914088,-75.28%,-8.97,75.30%,8.97
08.01.19 17:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
08.01.19 18:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
08.01.19 19:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
08.01.19 20:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
08.01.19 21:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
08.01.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
08.01.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
09.01.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
09.01.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
09.01.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
09.01.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
09.01.19 04:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
09.01.19 05:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
09.01.19 06:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
09.01.19 07:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
09.01.19 08:00,0.003,3,3,0.00%,0,0.00%,0,0.013746,13.746,7.261279,-89.31%,-6.48,89.30%,6.48
09.01.19 09:00,0.02,20,20,0.00%,0,0.00%,0,0.1085,108.5,106.806515,-1.59%,-1.69,1.60%,1.69
09.01.19 10:00,0.022,22,22,0.00%,0,0.00%,0,0.190305,190.305,199.173975,4.45%,8.87,4.50%,8.87
09.01.19 11:00,0.028996,28.996,29,-0.01%,0,0.01%,0,0.251159,251.159,258.713628,2.92%,7.55,2.90%,7.55
09.01.19 12:00,0.031999,31.999,32,0.00%,0,0.00%,0,0.271289,271.289,279.080384,2.79%,7.79,2.80%,7.79
09.01.19 13:00,0.379144,379.144,381,-0.49%,-1.86,0.49%,1.86,0.258795,258.795,258.713628,-0.03%,-0.08,0.00%,0.08
09.01.19 14:00,0.212023,212.023,217,-2.29%,-4.98,2.29%,4.98,0.193319,193.319,199.173975,2.94%,5.85,2.90%,5.85
09.01.19 15:00,0.100968,100.968,99,1.99%,1.97,1.99%,1.97,0.110378,110.378,106.806515,-3.34%,-3.57,3.30%,3.57
09.01.19 16:00,0.013,13,13,0.00%,0,0.00%,0,0.020884,20.884,11.914088,-75.29%,-8.97,75.30%,8.97
09.01.19 17:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
09.01.19 18:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
09.01.19 19:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
09.01.19 20:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
09.01.19 21:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
09.01.19 22:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
09.01.19 23:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
10.01.19 00:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
10.01.19 01:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
10.01.19 02:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
10.01.19 03:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
10.01.19 04:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
10.01.19 05:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
10.01.19 06:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
10.01.19 07:00,0,0,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,0
10.01.19 08:00,0.003,3,3,0.00%,0,0.00%,0,0.013734,13.734,7.261279,-89.14%,-6.47,89.10%,6.47
10.01.19 09:00,0.038007,38.007,38,0.02%,0.01,0.02%,0.01,0.108968,108.968,106.806515,-2.02%,-2.16,2.00%,2.16
10.01.19 10:00,0.067991,67.991,68,-0.01%,-0.01,0.01%,0.01,0.191072,191.072,199.173975,4.07%,8.1,4.10%,8.1
10.01.19 11:00,0.09099,90.99,91,-0.01%,-0.01,0.01%,0.01,0.251884,251.884,258.713628,2.64%,6.83,2.60%,6.83
10.01.19 12:00,0.091998,91.998,92,0.00%,0,0.00%,0,0.276012,276.012,289.350615,4.61%,13.34,4.60%,13.34
10.01.19 13:00,0.094998,94.998,95,0.00%,0,0.00%,0,0.263114,263.114,268.867354,2.14%,5.75,2.10%,5.75
10.01.19 14:00,0.080994,80.994,81,-0.01%,-0.01,0.01%,0.01,0.198869,198.869,208.918805,4.81%,10.05,4.80%,10.05
10.01.19 15:00,0.045006,45.006,45,0.01%,0.01,0.01%,0.01,0.115973,115.973,115.545654,-0.37%,-0.43,0.40%,0.43
10.01.19 16:00,0.008,8,8,0.00%,0,0.00%,0,0.027199,27.199,17.219891,-57.95%,-9.98,58.00%,9.98
